OBJECTID,Lat,Long,Alt_ft,Tree_ID,Zone,Group_,Leaf_Fall,Common_Name,Genus,Species_Name,Family,Origin,Age_Class,CBH,DBH,Tree_Height_ft,Canopy_Radius_ft,Root_Zone_Infringement,Condition_Class,Priority,Intrest_Houses,Trust_Prop,Trust_Prop_Address,Champion_Tree,Memorial_Tree,Blue_Mtn_Native,Pacific_Slope_Native,Staked,Comments
1747,46.07577,-118.3258,574,R51,R,Broadleaf,Deciduous,Japanese Zelkova,Zelkova,Zelkova serrata,Ulmaceae,,,72,22.93,60,23,0,Good,A,,,,,,,,,
1748,46.07576,-118.32561,613,R52,R,Broadleaf,Deciduous,Japanese Zelkova,Zelkova,Zelkova serrata,Ulmaceae,,,60,19.11,45,21,0,Good,A,,,,,,,,,
1749,46.07569,-118.32558,629,R53,R,Broadleaf,Deciduous,European Mountain Ash,Sorbus,Sorbus aucuparia,Rosaceae,,,26,8.28,25,8,0,Good,B,,,,,,,,,
1750,46.07574,-118.32538,668,R54,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,65,82,26.11,65,28,0,Good,B,,,,,,,,,
1751,46.07597,-118.32527,707,R55,R,Conifer,Evergreen,Douglas Fir,Pseudotsuga,Pseudotsuga menziesii,Pinaceae,,60,99,31.53,90,20,0,Good,B,,,,,,,x,,
1752,46.076049,-118.3253133,732,R56,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,15,22,7,25,10,0,Good,A,,,,,,,,,
1753,46.07601,-118.32532,736,R57,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,15,22,7,25,9,0,Good,A,,,,,,,,,
1754,46.076077,-118.3252533,739,R58,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,15,28,8.92,25,11,0,Good,A,,,,,,,,,
1755,46.076103,-118.3252614,749,R59,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,15,28,8.92,30,13,0,Good,A,,,,,,,,,
1756,46.07612,-118.3252973,751,R60,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,15,23,7.32,25,9,0,Good,A,,,,,,,,,
1757,46.076148,-118.3253021,757,R61,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,15,25,7.96,30,10,0,Good,A,,,,,,,,,
1758,46.076163,-118.3253371,766,R62,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,15,15,4.78,25,10,0,Fair,A,,,,,,,,,
1759,46.076197,-118.3253485,769,R63,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,15,29,9.24,25,11,0,Good,A,,,,,,,,,
1760,46.076213,-118.3253765,781,R64,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,15,24,7.64,25,11,0,Good,A,,,,,,,,,
1761,46.076237,-118.325386,791,R65,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,15,26,8.28,30,10,0,Good,A,,,,,,,,,
1762,46.076259,-118.32542,799,R66,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,15,26,8.28,25,11,0,Good,A,,,,,,,,,
1763,46.076286,-118.325428,803,R67,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,15,25,7.96,30,11,0,Good,A,,,,,,,,,
1764,46.076299,-118.325466,807,R68,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,15,29,9.24,30,12,0,Good,A,,,,,,,,,
1765,46.076361,-118.32551,813,R69,R,Conifer,Evergreen,Leyland Cypress,Cupressus,Cupressus x leylandii,Cupressaceae,western North America hybrid,15,54,17.2,35,12,0,Good,A,,,,,,,,,
1766,46.076341,-118.3255744,836,R70,R,Conifer,Evergreen,Leyland Cypress,Cupressus,Cupressus x leylandii,Cupressaceae,western North America hybrid,15,63,20.06,35,13,0,Good,A,,,,,,,,,
1767,46.076372,-118.3256029,838,R71,R,Conifer,Evergreen,Leyland Cypress,Cupressus,Cupressus x leylandii,Cupressaceae,western North America hybrid,15,56,17.83,35,13,0,Good,A,,,,,,,,,
1768,46.076369,-118.3256874,853,R72,R,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,15,20,6.37,15,6,0,Good,A,,,,,,,,,
1769,46.076387,-118.3257431,869,R73,R,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,15,13,4.14,15,6,0,Poor,A,,,,,,,,,
1770,46.076373,-118.3257871,873,R74,R,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,15,16,5.1,12,4,0,Good,A,,,,,,,,,
1771,46.076387,-118.3258522,873,R75,R,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,15,14,4.46,12,5,0,Poor,A,,,,,,,,,
1772,46.076377,-118.3258906,884,R76,R,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,15,20,6.37,15,7,0,Good,A,,,,,,,,,
1773,46.07639,-118.3259564,893,R77,R,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,15,16,5.1,20,10,0,Fair,A,,,,,,,,,
1774,46.076365,-118.326008,892,R78,R,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,15,19,6.05,15,6,0,Good,A,,,,,,,,,
1775,46.076386,-118.3260619,900,R79,R,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,15,16,5.1,15,9,0,Fair,A,,,,,,,,,
1776,46.076351,-118.326321,999,R80,R,Broadleaf,Deciduous,Catalpa,Catalpa,Catalpa,Bignoniaceae,,3,1,0.32,3,1,0,Good,A,,,,,,,,,
1777,46.076396,-118.325105,1003,R81,R,Conifer,Evergreen,Incense Cedar,Calocedrus,Calocedrus decurrens,Cupressaceae,,4,5,1.6,9,2,0,Good,A,,,,,,,,,
1778,46.079027,-118.328873,1008,S1,S,Broadleaf,Deciduous,Star Magnolia,Magnolia,Magnolia stellata or loebneri,Magnoliaceae,,30,25,7.96,25,16,0,Good,B,,,,,,,,,
1779,46.079032,-118.328835,1010,S2,S,Conifer,Evergreen,Siberian Spruce,Picea,Picea obovata,Pinaceae,,20,36,11.46,20,8,0,Good,B,,,,,,,,,
1781,46.078973,-118.328671,1032,S4,S,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,15,10,3.18,20,8,0,Fair,B,,,,,,,,,
1782,46.07825,-118.3308,999,S5,S,Broadleaf,Deciduous,Honey Locust,Gleditsia,Gleditsia triacanthos,Fabaceae,,40,60,19.11,35,25,0,Fair,A,,,,,,,,,
1783,46.07821,-118.33093,995,S6,S,Broadleaf,Deciduous,English Hawthorne,Crataegus,Crataegus laevigata,Rosaceae,,40,26,8.28,25,12,0,Good,A,,,,,,,,,
1784,46.07819,-118.33115,994,S7,S,Broadleaf,Deciduous,English Hawthorne,Crataegus,Crataegus laevigata,Rosaceae,,40,26,8.28,20,8,0,Good,A,,,,,,,,,
1785,46.07819,-118.33124,998,S8,S,Broadleaf,Deciduous,Autumn Blaze,Acer,Acer x freemanii,Sapindaceae,Hybrid developed in 1930's,20,50,15.92,35,19,0,Good,A,,,,,,,,,
1786,46.07815,-118.33146,996,S9,S,Broadleaf,Deciduous,Autumn Blaze,Acer,Acer x freemanii,Sapindaceae,Hybrid developed in 1930's,20,50,15.92,35,16,0,Good,B,,,,,,,,,
1787,46.0782,-118.33149,994,S10,S,Broadleaf,Deciduous,English Hawthorne,Crataegus,Crataegus laevigata,Rosaceae,,40,29,9.24,15,9,0,Good,B,,,,,,,,,
1788,46.07824,-118.33156,994,S11,S,Broadleaf,Deciduous,Black Oak?,Quercus,Quercus,Fagaceae,,30,60,19.11,50,19,0,Good,B,,,,,,,,,
1789,46.07822,-118.33166,994,S12,S,Broadleaf,Deciduous,English Hawthorne,Crataegus,Crataegus laevigata,Rosaceae,,40,26,8.28,20,9,0,Good,B,,,,,,,,,
1790,46.07816,-118.33175,992,S13,S,Broadleaf,Deciduous,Autumn Blaze,Acer,Acer x freemanii,Sapindaceae,Hybrid developed in 1930's,,62,19.75,55,15,0,Good,B,,,,,,,,,
1791,46.07816,-118.33189,992,S14,S,Broadleaf,Deciduous,Celebration Maple,Acer,Acer rubrum,Sapindaceae,,,44,14.01,35,15,0,Good,B,,,,,,,,,
1792,46.0782,-118.33203,992,S15,S,Broadleaf,Deciduous,Pin Oak,Quercus,Quercus palustris,Fagaceae,,,44,14.01,35,16,0,Good,B,,,,,,,,,
1793,46.07814,-118.33211,990,S16,S,Broadleaf,Deciduous,Autumn Blaze,Acer,Acer x freemanii,Sapindaceae,Hybrid developed in 1930's,,34,10.83,40,18,0,Good,B,,,,,,,,,
1794,46.07815,-118.33227,989,S17,S,Broadleaf,Deciduous,Celebration Maple,Acer,Acer rubrum,Sapindaceae,,,31,9.87,35,16,0,Good,B,,,,,,,,,
1795,46.07814,-118.33244,988,S18,S,Broadleaf,Deciduous,Autumn Blaze,Acer,Acer x freemanii,Sapindaceae,Hybrid developed in 1930's,,62,19.75,45,15,0,Good,B,,,,,,,,,
1796,46.07821,-118.33257,988,S19,S,Broadleaf,Deciduous,Celebration Maple,Acer,Acer rubrum,Sapindaceae,,,30,9.55,25,10,0,Good,B,,,,,,,,,
1797,46.07831,-118.33259,1000,S20,S,Broadleaf,Deciduous,Celebration Maple,Acer,Acer rubrum,Sapindaceae,,,42,13.38,25,13,0,Good,B,,,,,,,,,
1798,46.07815,-118.3327,970,S21,S,Broadleaf,Deciduous,Little Leaf Linden,Tilia,Tilia cordata,Tiliaceae,,12,23,7.32,15,6,0,Good,B,,,,,,,,,
1799,46.07822,-118.33287,969,S22,S,Broadleaf,Deciduous,Autumn Blaze,Acer,Acer x freemanii,Sapindaceae,Hybrid developed in 1930's,,39,12.42,25,13,0,Good,B,,,,,,,,,
1800,46.07803,-118.33312,971,S23,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica 'Marshall's Seedless',Oleaceae,,,44,14.01,40,10,0,Fair,B,,,,,,,,,
1801,46.07797,-118.33332,975,S24,S,Broadleaf,Deciduous,Oak,Quercus,Quercus,Fagaceae,,,65,20.7,15,12,0,Good,A,,,,,,,,,
1802,46.07786,-118.33346,974,S25,S,Broadleaf,Deciduous,Autumn Blaze,Acer,Acer x freemanii,Sapindaceae,Hybrid developed in 1930's,,64,20.38,55,20,0,Good,B,,,,,,,,,
1803,46.07787,-118.3337,975,S26,S,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",15,65,20.7,45,18,0,Good,A,,,,,,,,,
1804,46.07778,-118.33377,978,S27,S,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",15,57,18.15,45,17,0,Good,A,,,,,,,,,
1805,46.07785,-118.33393,977,S28,S,Broadleaf,Deciduous,Celebration Maple,Acer,Acer rubrum,Sapindaceae,,,37,11.78,35,14,0,Good,A,,,,,,,,,
1806,46.07766,-118.3349,980,S29,S,Broadleaf,Deciduous,Celebration Maple,Acer,Acer rubrum,Sapindaceae,,,51,16.24,45,20,0,Good,B,,,,,,,,,
1807,46.07758,-118.335,979,S30,S,Broadleaf,Deciduous,Cherry,Prunus,Prunus,Rosaceae,,,48,15.29,40,22,0,Good,B,,,,,,,,,
1808,46.07776,-118.33417,982,S31,S,Broadleaf,Deciduous,Prickly caster oil tree,Kalopanax,Kalopanax picus or maximowiczii,Araliaceae,,10,16,5.1,9,2.5,0,Fair,B,,,,,,,,,
1809,46.07813,-118.33368,986,S32,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica 'Marshall's Seedless',Oleaceae,,,64,20.38,45,17,0,Good,A,,,,,,,,,
1810,46.07826,-118.33378,985,S33,S,Broadleaf,Deciduous,Celebration Maple,Acer,Acer rubrum,Sapindaceae,,,49,15.6,25,14,0,Good,B,,,,,,,,,
1811,46.07867,-118.33388,990,S34,S,Broadleaf,Deciduous,Celebration Maple,Acer,Acer rubrum,Sapindaceae,,,40,12.74,25,10,0,Good,B,,,,,,,,,
1812,46.07855,-118.33385,990,S35,S,Broadleaf,Deciduous,Celebration Maple,Acer,Acer rubrum,Sapindaceae,,,40,12.74,25,14,0,Good,B,,,,,,,,,
1814,46.07844,-118.33489,989,S37,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica 'Marshall's Seedless',Oleaceae,,,40,12.74,30,15,0,Good,B,,,,,,,,,
1815,46.07841,-118.33497,989,S38,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica 'Marshall's Seedless',Oleaceae,,,35,11.15,30,13,0,Good,B,,,,,,,,,
1816,46.07835,-118.33501,984,S39,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica 'Marshall's Seedless',Oleaceae,,,30,9.55,25,13,0,Fair,B,,,,,,,,,
1817,46.07841,-118.33226,984,S40,S,Broadleaf,Deciduous,Purple Ash,Fraxinus,Fraxinus pennsylvanica or americana,Oleaceae,,,50,15.92,30,17,0,Good,A,,,,,,,,,
1818,46.07845,-118.33214,983,S41,S,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,7,11,3.5,15,2,0,Good,A,,,,,,,x,,
1819,46.07834,-118.33205,983,S42,S,Broadleaf,Deciduous,Pin Oak,Quercus,Quercus palustris,Fagaceae,,,37,11.78,35,15,0,Good,A,,,,,,,,,
1820,46.07853,-118.33197,983,S43,S,Broadleaf,Deciduous,Autumn Blaze,Acer,Acer x freemanii,Sapindaceae,Hybrid developed in 1930's,,32,10.19,40,14,0,Good,B,,,,,,,,,
1821,46.07846,-118.33172,982,S44,S,Broadleaf,Deciduous,Purple Ash,Fraxinus,Fraxinus pennsylvanica or americana,Oleaceae,,,35,11.15,25,13,0,Good,B,,,,,,,,,
1822,46.07835,-118.33161,980,S45,S,Broadleaf,Deciduous,Celebration Maple,Acer,Acer rubrum x fremontii 'Celzam',Sapindaceae,,7,21,6.69,20,7,0,Fair,B,,,,,,,,,
1823,46.07838,-118.33147,981,S46,S,Broadleaf,Deciduous,Black Oak,Quercus,Quercus,Fagaceae,,30,50,15.92,45,16,0,Good,A,,,,,,,,,
1824,46.07857,-118.33154,1010,S47,S,Broadleaf,Deciduous,Oak,Quercus,Quercus,Fagaceae,,20,48,15.29,35,17,0,Good,B,,,,,,,,,
1825,46.07869,-118.33142,980,S48,S,Broadleaf,Deciduous,Autumn Blaze,Acer,Acer x freemanii,Sapindaceae,Hybrid developed in 1930's,,42,13.38,35,12,0,Good,B,,,,,,,,,
1826,46.07865,-118.33121,982,S49,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,35,11.15,35,12,0,Poor,B,,,,,,,,,
1827,46.0788,-118.33109,987,S50,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,33,10.51,30,8,0,Good,B,,,,,,,,,
1828,46.07865,-118.33101,990,S51,S,Broadleaf,Deciduous,Oak,Quercus,Quercus,Fagaceae,,20,55,17.52,35,18,0,Good,A,,,,,,,,,
1829,46.07861,-118.33087,990,S52,S,Broadleaf,Deciduous,Red Maple,Acer,Acer rubrum,Sapindaceae,,,30,9.55,25,11,0,Good,B,,,,,,,,,
1830,46.07878,-118.33083,992,S53,S,Broadleaf,Deciduous,Red Maple,Acer,Acer rubrum,Sapindaceae,,,24,7.64,25,9,0,Good,B,,,,,,,,,
1831,46.07876,-118.33063,993,S54,S,Conifer,Deciduous,Bald Cypress,Taxodium,Taxodium distichum,Cupressaceae,SE U.S. ,,34,10.83,30,16,0,Good,B,,,,,,,,,
1832,46.07875,-118.33065,993,S55,S,Broadleaf,Deciduous,Oak,Quercus,Quercus,Fagaceae,,,42,13.38,40,15,0,Good,B,,,,,,,,,
1833,46.07892,-118.33073,994,S56,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,33,10.51,35,14,0,Good,B,,,,,,,,,
1834,46.0789,-118.33046,995,S57,S,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",35,53,16.88,35,16,0,Good,B,,,,,,,,,
1836,46.07914,-118.33037,1003,S59,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,38,12.1,35,14,0,Good,A,,,,,,,,,
1838,46.07922,-118.33046,1002,S61,S,Broadleaf,Deciduous,Oak,Quercus,Quercus,Fagaceae,,,32,10.19,30,10,0,Good,A,,,,,,,,,
1839,46.07936,-118.33046,1005,S62,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,34,10.83,30,9,0,Good,A,,,,,,,,,
1840,46.07944,-118.33056,1004,S63,S,Broadleaf,Deciduous,Autumn Blaze,Acer,Acer x freemanii,Sapindaceae,Hybrid developed in 1930's,,28,8.92,35,7,0,Good,A,,,,,,,,,
1841,46.07939,-118.33073,1002,S64,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,33,10.51,30,13,0,Good,A,,,,,,,,,
1842,46.07942,-118.33081,1000,S65,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,31,9.87,30,8,0,Good,A,,,,,,,,,
1843,46.07952,-118.33086,1000,S66,S,Broadleaf,Deciduous,Oak,Quercus,Quercus,Fagaceae,,,46,14.65,25,16,0,Good,A,,,,,,,,,
1844,46.07965,-118.33097,996,S67,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,22,7,25,8,0,Good,A,,,,,,,,,
1845,46.07973,-118.33072,1000,S68,S,Broadleaf,Deciduous,Autumn Blaze,Acer,Acer x freemanii,Sapindaceae,Hybrid developed in 1930's,,34,10.83,40,12,0,Good,A,,,,,,,,,
1846,46.07962,-118.33073,1001,S69,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,27,8.6,35,8,0,Good,A,,,,,,,,,
1847,46.07954,-118.33062,1002,S70,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,38,12.1,35,14,0,Good,B,,,,,,,,,
1848,46.07885,-118.33004,1002,S71,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,33,10.51,30,11,0,Good,B,,,,,,,,,
1849,46.07877,-118.32987,1005,S72,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,31,9.87,25,12,0,Good,B,,,,,,,,,
1850,46.07881,-118.32969,1004,S73,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,31,9.87,30,13,0,Good,B,,,,,,,,,
1851,46.07892,-118.32866,1053,S74,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,30,9.55,25,14,0,Good,B,,,,,,,,,
1852,46.07889,-118.32879,1053,S75,S,Broadleaf,Deciduous,Green Ash,Fraxinus,Fraxinus pennsylvanica,Oleaceae,,,27,8.6,25,12,0,Good,B,,,,,,,,,
1853,46.07854,-118.3297,1030,S76,S,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,10,5,1.6,12,3,0,Good,B,,,,,,,x,,
1854,46.0786,-118.33058,1015,S77,S,Broadleaf,Deciduous,English Hawthorne,Crataegus,Crataegus laevigata,Rosaceae,,35,30,9.55,20,12,0,Fair,B,,,,,,,,,
1855,46.07857,-118.33051,1011,S78,S,Broadleaf,Deciduous,English Hawthorne,Crataegus,Crataegus laevigata,Rosaceae,,35,29,9.24,20,16,0,Good,B,,,,,,,,,
1856,46.07851,-118.33058,1014,S79,S,Broadleaf,Deciduous,English Hawthorne,Crataegus,Crataegus laevigata,Rosaceae,,35,29,9.24,15,16,0,Good,B,,,,,,,,,
1857,46.07845,-118.33046,1013,S80,S,Broadleaf,Deciduous,Black Locust,Robinia,Robinia pseudoacacia,Fabaceae,Eastern North America,35,115,36.62,60,53,0,Good,A,,,,,,,,,
1858,46.07841,-118.33044,1016,S81,S,Conifer,Evergreen,Siberian Spruce,Picea,Picea obovata,Pinaceae,,20,27,8.6,20,7,0,Good,A,,,,,,,,,
1859,46.07837,-118.33033,1014,S82,S,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",35,63,20.06,50,19,0,Good,A,,,,,,,,,
1860,46.07834,-118.33028,1021,S83,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,35,63,20.06,45,13,0,Fair,A,,,,,,,,,
1861,46.07835,-118.33032,1022,S84,S,Broadleaf,Deciduous,Crabapple,Malus,Malus floribunda,Rosaceae,,35,44,14.01,10,18,0,Good,B,,,,,,,,,
1862,46.07839,-118.33022,1015,S85,S,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",35,59,18.8,50,20,0,Good,B,,,,,,,,,
1863,46.07841,-118.33023,1019,S86,S,Conifer,Evergreen,Douglas Fir,Pseudotsuga,Pseudotsuga menziesii,Pinaceae,,25,31,9.87,45,8,0,Good,B,,,,,,,x,,
1864,46.07843,-118.33017,1023,S87,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,35,56,17.83,40,14,0,Good,B,,,,,,,,,
1865,46.07848,-118.33016,1018,S88,S,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",35,48,15.29,35,15,0,Good,B,,,,,,,,,
1866,46.07841,-118.33008,1019,S89,S,Broadleaf,Deciduous,Black Locust,Robinia,Robinia pseudoacacia,Fabaceae,Eastern North America,35,92,29.29,65,15,0,Fair,B,,,,,,,,,
1867,46.07843,-118.33007,1023,S90,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,35,68,21.66,45,12,0,Poor,B,,,,,,,,,
1868,46.07847,-118.33014,1018,S91,S,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,15,12,3.82,10,9,0,Good,B,,,,,,,,,
1869,46.07844,-118.33016,1016,S92,S,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",35,45,14.33,45,15,0,Good,B,,,,,,,,,
1870,46.07845,-118.33003,1023,S93,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,35,48,15.29,45,12,0,Fair,B,,,,,,,,,
1871,46.07845,-118.32998,1023,S94,S,Conifer,Evergreen,Douglas Fir,Pseudotsuga,Pseudotsuga menziesii,Pinaceae,,35,51,16.24,55,16,0,Good,B,,,,,,,,,
1872,46.07853,-118.33,1013,S95,S,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",35,54,17.2,35,15,0,Good,B,,,,,,,,,
1873,46.0785,-118.32992,1019,S96,S,Broadleaf,Deciduous,Crabapple,Malus,Malus floribunda,Rosaceae,,35,29,9.24,15,13,0,Good,B,,,,,,,,,
1874,46.0786,-118.32998,1005,S97,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,35,46,14.65,30,13,0,Good,B,,,,,,,,,
1876,46.07859,-118.3299,1011,S99,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,15,13,4.14,12,3,0,Poor,A,,,,,,,,,
1877,46.07853,-118.32983,1023,S100,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,35,54,17.2,30,8,0,Fair,B,,,,,,,,,
1878,46.07859,-118.32987,1010,S101,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,35,27,8.6,12,8,0,Fair,B,,,,,,,,,
1879,46.07859,-118.32971,1026,S102,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,35,69,21.97,45,11,0,Fair,B,,,,,,,,,
1880,46.0786,-118.32962,1025,S103,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,35,61,19.43,45,12,0,Fair,B,,,,,,,,,
1881,46.07866,-118.32971,1019,S104,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,35,20,6.37,25,6,0,Good,A,,,,,,,,,
1882,46.07871,-118.32967,1013,S105,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,35,32,10.19,30,9,0,Good,A,,,,,,,,,
1883,46.07867,-118.32945,1030,S106,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,35,70,22.29,45,13,0,Good,B,,,,,,,,,
1884,46.07873,-118.32931,1032,S107,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,35,49,15.6,35,8,0,Good,B,,,,,,,,,
1885,46.07884,-118.329002,1036,S108,S,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,35,54,17.2,40,11,0,Good,B,,,,,,,,,
1886,46.078291,-118.330442,991,S109,S,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,,29,9.24,20,20,,Good,A,,,,,,,,,
1887,46.078542,-118.329817,1002,S110,S,Broadleaf,Deciduous,Black Locust,Robinia,Robinia pseudoacacia,Fagaceae,Eastern North America,,multi stem 60,19.1,50,20,,Good,B,,,,,,,,,
1888,46.078682,-118.329482,1011,S111,S,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,,,30,9.55,40,13,,Good,B,,,,,,,,,
1890,46.078799,-118.329375,1010,S113,S,Conifer,Evergreen,Douglas Fir,Pseudotsuga,Pseudotsuga menziesii,Pinaceae,,,16,5.1,15,7,,Fair,B,,,,,,,,,
1891,46.078845,-118.329425,1000,S114,S,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,,,31,9.87,35,20,,Good,B,,,,,,,,,
1892,46.078781,-118.329348,1011,S115,S,Broadleaf,Deciduous,Black Locust,Robinia,Robinia pseudoacacia,Fagaceae,,,64,20.38,45,20,,Good,B,,,,,,,,,
1893,46.078814,-118.329244,1008,S116,S,Broadleaf,Deciduous,Flowering Cherry,Prunus,Prunus  ,Rosaceae,,,15,4.78,20,10,,Good,B,,,,,,,,,
1894,46.078816,-118.329284,1018,S117,S,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,,,27,8.6,25,14,,Good,B,,,,,,,,,
1895,46.078834,-118.329249,1017,S118,S,Conifer,Evergreen,Douglas Fir,Pseudotsuga,Pseudotsuga menziesii,Pinaceae,,,19,6.05,20,7,,Good,B,,,,,,,,,
1896,46.078814,-118.329231,1014,S119,S,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,,,17,5.41,20,7,,Good,B,,,,,,,,,
1897,46.078883,-118.329195,1013,S120,S,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,,,24,7.64,25,11,,Good,B,,,,,,,,,
1898,46.078873,-118.329152,1021,S121,S,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,,,22,7,25,14,,Good,B,,,,,,,,,
